Text;Size;Color;Angle;Font;Repeat;URL
Claro;45;Random;Random;Random;Yes;
Re;45;Random;Random;Random;Yes;
Vota;45;Random;Random;Random;Yes;
Final;45;Random;Random;Random;Yes;
Fbuenabad;45;Random;Random;Random;Yes;
Lubrio;45;Random;Random;Random;Yes;
Jamás;45;Random;Random;Random;Yes;
Lechuguino;45;Random;Random;Random;Yes;
Histórica;45;Random;Random;Random;Yes;
Sigamos;45;Random;Random;Random;Yes;
Pide;45;Random;Random;Random;Yes;
Voy;45;Random;Random;Random;Yes;
Queda;45;Random;Random;Random;Yes;
Diputado;45;Random;Random;Random;Yes;
Pai;45;Random;Random;Random;Yes;
Petrolero;45;Random;Random;Random;Yes;
Fe;45;Random;Random;Random;Yes;
Alta;45;Random;Random;Random;Yes;
Patriciadorta40;45;Random;Random;Random;Yes;
Tv;45;Random;Random;Random;Yes;
Mérida;45;Random;Random;Random;Yes;
Clapofici;45;Random;Random;Random;Yes;
Mafia;45;Random;Random;Random;Yes;
Basura;45;Random;Random;Random;Yes;
Colectivo;44;Random;Random;Random;Yes;
Necesita;44;Random;Random;Random;Yes;
Labor;44;Random;Random;Random;Yes;
Comando;44;Random;Random;Random;Yes;
Fiel;44;Random;Random;Random;Yes;
Invicto;44;Random;Random;Random;Yes;
Hogar;44;Random;Random;Random;Yes;
Respuesta;44;Random;Random;Random;Yes;
Respeto;44;Random;Random;Random;Yes;
Petrolera;44;Random;Random;Random;Yes;
Hizo;44;Random;Random;Random;Yes;
Unánime;44;Random;Random;Random;Yes;
Tod;43;Random;Random;Random;Yes;
Dond;43;Random;Random;Random;Yes;
Muy;43;Random;Random;Random;Yes;
Invito;43;Random;Random;Random;Yes;
Juego;43;Random;Random;Random;Yes;
Transporte;43;Random;Random;Random;Yes;
Psuvaristobulo;43;Random;Random;Random;Yes;
Cuanto;43;Random;Random;Random;Yes;
Nicolá;43;Random;Random;Random;Yes;
Denuncia;43;Random;Random;Random;Yes;
Voluntad;43;Random;Random;Random;Yes;
Objetivo;43;Random;Random;Random;Yes;
Juvenil;43;Random;Random;Random;Yes;
Distribución;43;Random;Random;Random;Yes;
Orden;43;Random;Random;Random;Yes;
Lazos;43;Random;Random;Random;Yes;
Bala;43;Random;Random;Random;Yes;
Constitucion;43;Random;Random;Random;Yes;
Comida;43;Random;Random;Random;Yes;
Viaje;43;Random;Random;Random;Yes;
Billetera;43;Random;Random;Random;Yes;
Mucho;43;Random;Random;Random;Yes;
Prensa;43;Random;Random;Random;Yes;
Basándose;43;Random;Random;Random;Yes;
Lado;42;Random;Random;Random;Yes;
Uu;42;Random;Random;Random;Yes;
Soldado;42;Random;Random;Random;Yes;
Aclasesporlapatria;42;Random;Random;Random;Yes;
Fuerte;42;Random;Random;Random;Yes;
Reyes;42;Random;Random;Random;Yes;
Torre;42;Random;Random;Random;Yes;
Espera;42;Random;Random;Random;Yes;
Mentira;42;Random;Random;Random;Yes;
América;42;Random;Random;Random;Yes;
Chavistaganador;42;Random;Random;Random;Yes;
Aquel;42;Random;Random;Random;Yes;
Ejército;42;Random;Random;Random;Yes;
Área;42;Random;Random;Random;Yes;
Artículo;42;Random;Random;Random;Yes;
Carajo;42;Random;Random;Random;Yes;
Prueba;42;Random;Random;Random;Yes;
Forocandanga;42;Random;Random;Random;Yes;
Golpe;42;Random;Random;Random;Yes;
Gmvv;42;Random;Random;Random;Yes;
Cualquier;42;Random;Random;Random;Yes;
Moral;42;Random;Random;Random;Yes;
Canciller;42;Random;Random;Random;Yes;
Canal;42;Random;Random;Random;Yes;
Sábado;42;Random;Random;Random;Yes;
Otro;41;Random;Random;Random;Yes;
Pm;41;Random;Random;Random;Yes;
Corrupción;41;Random;Random;Random;Yes;
Jesús;41;Random;Random;Random;Yes;
Deporte;41;Random;Random;Random;Yes;
Cubana;41;Random;Random;Random;Yes;
Fortaleciendo;41;Random;Random;Random;Yes;
Sancione;41;Random;Random;Random;Yes;
Abogado;41;Random;Random;Random;Yes;
Protesta;41;Random;Random;Random;Yes;
Entonc;41;Random;Random;Random;Yes;
Curazao;41;Random;Random;Random;Yes;
Arma;41;Random;Random;Random;Yes;
Anaderodriguez;41;Random;Random;Random;Yes;
Institucion;41;Random;Random;Random;Yes;
Conciencia;41;Random;Random;Random;Yes;
Siendo;41;Random;Random;Random;Yes;
Posible;41;Random;Random;Random;Yes;
Stats;41;Random;Random;Random;Yes;
Triste;40;Random;Random;Random;Yes;
Toneladas;40;Random;Random;Random;Yes;
Crisis;40;Random;Random;Random;Yes;
Mar;40;Random;Random;Random;Yes;
Mal;40;Random;Random;Random;Yes;
Carro;40;Random;Random;Random;Yes;
Contrabando;40;Random;Random;Random;Yes;
Comercio;40;Random;Random;Random;Yes;
Oro;40;Random;Random;Random;Yes;
Estan;40;Random;Random;Random;Yes;
Según;40;Random;Random;Random;Yes;
Deseo;40;Random;Random;Random;Yes;
Calidad;40;Random;Random;Random;Yes;
Llegar;40;Random;Random;Random;Yes;
Organización;40;Random;Random;Random;Yes;
21;39;Random;Random;Random;Yes;
23;39;Random;Random;Random;Yes;
Urgente;39;Random;Random;Random;Yes;
Oea;39;Random;Random;Random;Yes;
Efeméride;39;Random;Random;Random;Yes;
Alcaldesa;39;Random;Random;Random;Yes;
Larissacostas;39;Random;Random;Random;Yes;
Hermosa;39;Random;Random;Random;Yes;
Puerto;39;Random;Random;Random;Yes;
Dónde;39;Random;Random;Random;Yes;
Causa;39;Random;Random;Random;Yes;
Medicamento;39;Random;Random;Random;Yes;
9ene;39;Random;Random;Random;Yes;
Fortalece;39;Random;Random;Random;Yes;
Decreto;39;Random;Random;Random;Yes;
Número;39;Random;Random;Random;Yes;
Air;39;Random;Random;Random;Yes;
Enemigo;39;Random;Random;Random;Yes;
Secretario;39;Random;Random;Random;Yes;
Internacionales;39;Random;Random;Random;Yes;
Amenaza;39;Random;Random;Random;Yes;
Negocio;39;Random;Random;Random;Yes;
Ruta;39;Random;Random;Random;Yes;
Miércoles;39;Random;Random;Random;Yes;
Guárico;39;Random;Random;Random;Yes;
Cree;38;Random;Random;Random;Yes;
Gusta;38;Random;Random;Random;Yes;
Habla;38;Random;Random;Random;Yes;
Entr;38;Random;Random;Random;Yes;
Robert;38;Random;Random;Random;Yes;
Antiimperialista;38;Random;Random;Random;Yes;
Otra;38;Random;Random;Random;Yes;
Tanta;38;Random;Random;Random;Yes;
Mes;38;Random;Random;Random;Yes;
Docente;38;Random;Random;Random;Yes;
Continúa;38;Random;Random;Random;Yes;
Jubilado;38;Random;Random;Random;Yes;
Juguete;38;Random;Random;Random;Yes;
Recibimos;38;Random;Random;Random;Yes;
Familiar;38;Random;Random;Random;Yes;
Representante;38;Random;Random;Random;Yes;
Avance;38;Random;Random;Random;Yes;
Contra;38;Random;Random;Random;Yes;
Gloria;38;Random;Random;Random;Yes;
Mijpvenezuela;38;Random;Random;Random;Yes;
Sociedad;38;Random;Random;Random;Yes;
Control;38;Random;Random;Random;Yes;
Mary;38;Random;Random;Random;Yes;
Originales;38;Random;Random;Random;Yes;
Partir;37;Random;Random;Random;Yes;
24h;37;Random;Random;Random;Yes;
Abrazo;37;Random;Random;Random;Yes;
Estará;37;Random;Random;Random;Yes;
Defend;37;Random;Random;Random;Yes;
Tiene;37;Random;Random;Random;Yes;
Estratégico;37;Random;Random;Random;Yes;
Nacionales;37;Random;Random;Random;Yes;
Cierre;37;Random;Random;Random;Yes;
Cumplirse;37;Random;Random;Random;Yes;
Pregunta;37;Random;Random;Random;Yes;
Vivir;37;Random;Random;Random;Yes;
Aún;37;Random;Random;Random;Yes;
Éxito;37;Random;Random;Random;Yes;
Querido;37;Random;Random;Random;Yes;
Construyendo;37;Random;Random;Random;Yes;
Repudiamos;37;Random;Random;Random;Yes;
Miembro;36;Random;Random;Random;Yes;
Exist;36;Random;Random;Random;Yes;
Llama;36;Random;Random;Random;Yes;
Alguna;36;Random;Random;Random;Yes;
Youtube;36;Random;Random;Random;Yes;
Endirecto;36;Random;Random;Random;Yes;
Protege;36;Random;Random;Random;Yes;
Minuto;36;Random;Random;Random;Yes;
Situación;36;Random;Random;Random;Yes;
Compra;36;Random;Random;Random;Yes;
Haber;36;Random;Random;Random;Yes;
Materia;36;Random;Random;Random;Yes;
Celebra;36;Random;Random;Random;Yes;
Dólares;36;Random;Random;Random;Yes;
Hola;36;Random;Random;Random;Yes;
Voz;36;Random;Random;Random;Yes;
Cobre;36;Random;Random;Random;Yes;
Digo;36;Random;Random;Random;Yes;
Dólar;36;Random;Random;Random;Yes;
Na;36;Random;Random;Random;Yes;
Gobernación;36;Random;Random;Random;Yes;
Miles;36;Random;Random;Random;Yes;
Primero;36;Random;Random;Random;Yes;
Inteligente;36;Random;Random;Random;Yes;
Culture;36;Random;Random;Random;Yes;
Acá;36;Random;Random;Random;Yes;
Vicepresidente;36;Random;Random;Random;Yes;
Cielo;36;Random;Random;Random;Yes;
Cumpleaños;36;Random;Random;Random;Yes;
Civil;36;Random;Random;Random;Yes;
Sede;36;Random;Random;Random;Yes;
Consolidó;36;Random;Random;Random;Yes;
Iglesia;35;Random;Random;Random;Yes;
Digitales;35;Random;Random;Random;Yes;
00;35;Random;Random;Random;Yes;
Vemos;35;Random;Random;Random;Yes;
Ahí;35;Random;Random;Random;Yes;
Realizó;35;Random;Random;Random;Yes;
Iniciamos;35;Random;Random;Random;Yes;
Mantenimiento;35;Random;Random;Random;Yes;
Asesinado;35;Random;Random;Random;Yes;
Podrá;35;Random;Random;Random;Yes;
Presidenta;35;Random;Random;Random;Yes;
Colombiano;35;Random;Random;Random;Yes;
Escuálido;35;Random;Random;Random;Yes;
Jesus;35;Random;Random;Random;Yes;
Hermoso;35;Random;Random;Random;Yes;
Cuerpo;35;Random;Random;Random;Yes;
Maperezpirela;35;Random;Random;Random;Yes;
Vale;35;Random;Random;Random;Yes;
Dolor;35;Random;Random;Random;Yes;
Delegación;35;Random;Random;Random;Yes;
Santiago;35;Random;Random;Random;Yes;
Dan;35;Random;Random;Random;Yes;
Escolar;35;Random;Random;Random;Yes;
Magallan;35;Random;Random;Random;Yes;
25;34;Random;Random;Random;Yes;
27;34;Random;Random;Random;Yes;
Tenemos;34;Random;Random;Random;Yes;
Luchar;34;Random;Random;Random;Yes;
Municip;34;Random;Random;Random;Yes;
Corrupto;34;Random;Random;Random;Yes;
Saben;34;Random;Random;Random;Yes;
Entérate;34;Random;Random;Random;Yes;
Francisco;34;Random;Random;Random;Yes;
Combatir;34;Random;Random;Random;Yes;
Sera;34;Random;Random;Random;Yes;
Comuna;34;Random;Random;Random;Yes;
Hija;34;Random;Random;Random;Yes;
Recurso;34;Random;Random;Random;Yes;
Felicitacione;34;Random;Random;Random;Yes;
Privado;34;Random;Random;Random;Yes;
Anti;34;Random;Random;Random;Yes;
Traidor;34;Random;Random;Random;Yes;
López;34;Random;Random;Random;Yes;
Ganar;34;Random;Random;Random;Yes;
Única;34;Random;Random;Random;Yes;
Fraud;34;Random;Random;Random;Yes;
Fuente;34;Random;Random;Random;Yes;
Pedro;34;Random;Random;Random;Yes;
Sale;34;Random;Random;Random;Yes;
Ecuador;34;Random;Random;Random;Yes;
Ceofanb;34;Random;Random;Random;Yes;
Cojedes;34;Random;Random;Random;Yes;
Muestra;34;Random;Random;Random;Yes;
Agenda;33;Random;Random;Random;Yes;
Amp;33;Random;Random;Random;Yes;
Dirección;33;Random;Random;Random;Yes;
Av;33;Random;Random;Random;Yes;
Productiva;33;Random;Random;Random;Yes;
Estoy;33;Random;Random;Random;Yes;
Territorio;33;Random;Random;Random;Yes;
Salario;33;Random;Random;Random;Yes;
Bandera;33;Random;Random;Random;Yes;
Productor;33;Random;Random;Random;Yes;
Verdadero;33;Random;Random;Random;Yes;
Rusia;33;Random;Random;Random;Yes;
Saqueo;33;Random;Random;Random;Yes;
Encuentra;33;Random;Random;Random;Yes;
Urbanismo;33;Random;Random;Random;Yes;
Digital;33;Random;Random;Random;Yes;
Fascista;33;Random;Random;Random;Yes;
Países;33;Random;Random;Random;Yes;
Siguen;33;Random;Random;Random;Yes;
Operativo;33;Random;Random;Random;Yes;
Chavismo;33;Random;Random;Random;Yes;
Instrucciones;33;Random;Random;Random;Yes;
Parqu;33;Random;Random;Random;Yes;
Comandosergioh;33;Random;Random;Random;Yes;
40;32;Random;Random;Random;Yes;
Ama;32;Random;Random;Random;Yes;
Loco;32;Random;Random;Random;Yes;
Candidata;32;Random;Random;Random;Yes;
Pequeño;32;Random;Random;Random;Yes;
Triunfo;32;Random;Random;Random;Yes;
Efectivo;32;Random;Random;Random;Yes;
Luislopezpsuv;32;Random;Random;Random;Yes;
Profesor;32;Random;Random;Random;Yes;
México;32;Random;Random;Random;Yes;
Darle;32;Random;Random;Random;Yes;
Esfuerzo;32;Random;Random;Random;Yes;
Izquierda;32;Random;Random;Random;Yes;
Error;32;Random;Random;Random;Yes;
Costa;32;Random;Random;Random;Yes;
Último;32;Random;Random;Random;Yes;
Ratificación;32;Random;Random;Random;Yes;
Aprobada;32;Random;Random;Random;Yes;
Industria;32;Random;Random;Random;Yes;
