User,Link,Carlos,Dayana
Jeanpaul2103,https://twitter.com/Jeanpaul2103,Ninguno,Ninguno
jgb0415,https://twitter.com/jgb0415,Oposición,Oposición
ithanos3,https://twitter.com/ithanos3,Oposición,Oposición
EstiloMissy,https://twitter.com/EstiloMissy,Oposición,Oposición
rcaverzan,https://twitter.com/rcaverzan,Oposición,Oposición
luilui09,https://twitter.com/luilui09,Oposición,Oposición
fitoklein,https://twitter.com/fitoklein,Oposición,Oposición
ranita46642800,https://twitter.com/ranita46642800,Oposición,Oposición
luisepetterson,https://twitter.com/luisepetterson,Oposición,Oposición
frandest00,https://twitter.com/frandest00,Oposición,Oposición
BlancaMG63,https://twitter.com/BlancaMG63,Oposición,Oposición
ICCamisas,https://twitter.com/ICCamisas,Oposición,Oposición
quintanillalore,https://twitter.com/quintanillalore,Oposición,Oposición
Majomorr,https://twitter.com/Majomorr,Oposición,Oposición
PatriRosasGodoy,https://twitter.com/PatriRosasGodoy,Oposición,Oposición
malditaisoka,https://twitter.com/malditaisoka,Oposición,Oposición
reynaldoar,https://twitter.com/reynaldoar,Ninguno,Ninguno
zglasser,https://twitter.com/zglasser,Ninguno,Ninguno
PerezAlisbeth,https://twitter.com/PerezAlisbeth,Oposición,Oposición
VickySC,https://twitter.com/VickySC,Oposición,Oposición
hallacaxpressFL,https://twitter.com/hallacaxpressFL,Oposición,Oposición
trafficBARINAS,https://twitter.com/trafficBARINAS,Oposición,Oposición
isamarfernande,https://twitter.com/isamarfernande,Oposición,Oposición
tragiccolorsx,https://twitter.com/tragiccolorsx,Oposición,Oposición
YAGOSTINI,https://twitter.com/YAGOSTINI,Oposición,Oposición
kitsson,https://twitter.com/kitsson,Oposición,Oposición
ilciasanchez,https://twitter.com/ilciasanchez,Oposición,Oposición
milagrosrivasb,https://twitter.com/milagrosrivasb,Oposición,Oposición
CarolaValdez,https://twitter.com/CarolaValdez,Oposición,Oposición
SandyMirabal1,https://twitter.com/SandyMirabal1,Oposición,Oposición
IsbethDuque,https://twitter.com/IsbethDuque,Oposición,Oposición
CarlosCamrgo,https://twitter.com/CarlosCamrgo,Ninguno,Ninguno
NORGHY,https://twitter.com/NORGHY,Oposición,Oposición
jops2272,https://twitter.com/jops2272,Oposición,Oposición
lenipesp,https://twitter.com/lenipesp,Ninguno,Ninguno
Christiano_Vzla,https://twitter.com/Christiano_Vzla,Ninguno,Ninguno
ange_pp,https://twitter.com/ange_pp,Oposición,Oposición
Pacoctavio,https://twitter.com/Pacoctavio,Ninguno,Ninguno
carlosroa1,https://twitter.com/carlosroa1,Oposición,Oposición
mireyaceci,https://twitter.com/mireyaceci,Oposición,Oposición
gloriamoreno248,https://twitter.com/gloriamoreno248,Ninguno,Ninguno
silainaR,https://twitter.com/silainaR,Oposición,Oposición
ReyesDeEuropaRM,https://twitter.com/ReyesDeEuropaRM,Oposición,Oposición
Pipiola20,https://twitter.com/Pipiola20,Ninguno,Ninguno
cuervojuanpi89,https://twitter.com/cuervojuanpi89,Oposición,Oposición
francdelgado,https://twitter.com/francdelgado,Ninguno,Ninguno
Gabypadrong1,https://twitter.com/Gabypadrong1,Oposición,Oposición
lujuriamerida,https://twitter.com/lujuriamerida,Ninguno,Ninguno
MarkAGomez95,https://twitter.com/MarkAGomez95,Ninguno,Ninguno
LuissanaGM,https://twitter.com/LuissanaGM,Oposición,Oposición
leninalfonso,https://twitter.com/leninalfonso,Oposición,Oposición
GianLucaArtizzu,https://twitter.com/GianLucaArtizzu,Ninguno,Ninguno
Yusmary_77,https://twitter.com/Yusmary_77,Ninguno,Ninguno
andreapalaciosh,https://twitter.com/andreapalaciosh,Ninguno,Ninguno
DonEdgarReyes,https://twitter.com/DonEdgarReyes,Oposición,Oposición
FridaManiac,https://twitter.com/FridaManiac,Oposición,Oposición
Alexyca09,https://twitter.com/Alexyca09,Ninguno,Ninguno
Edu_uc,https://twitter.com/Edu_uc,Ninguno,Ninguno
DBonyuet,https://twitter.com/DBonyuet,Oposición,Oposición
HMarianela7,https://twitter.com/HMarianela7,Oposición,Oposición
JulioLez,https://twitter.com/JulioLez,Oposición,Oposición
proudrealv,https://twitter.com/proudrealv,Oposición,Oposición
fgdv55,https://twitter.com/fgdv55,Oposición,Oposición
mikitis,https://twitter.com/mikitis,Oposición,Oposición
MGOResistencia,https://twitter.com/MGOResistencia,Oposición,Oposición
LuzO_,https://twitter.com/LuzO_,Ninguno,Ninguno
MMancini013,https://twitter.com/MMancini013,Oposición,Oposición
britoca77,https://twitter.com/britoca77,Ninguno,Ninguno
oswaldomarro,https://twitter.com/oswaldomarro,Oposición,Oposición
eveuva,https://twitter.com/eveuva,Oposición,Oposición
lindartej,https://twitter.com/lindartej,Oposición,Oposición
MaJoJovi,https://twitter.com/MaJoJovi,Oposición,Oposición
cuaimayo,https://twitter.com/cuaimayo,Oposición,Oposición
jhonnycabarela,https://twitter.com/jhonnycabarela,Oposición,Oposición
JuniorJQuijada,https://twitter.com/JuniorJQuijada,Oposición,Oposición
GuerrerosVzla1,https://twitter.com/GuerrerosVzla1,Oposición,Oposición
mafersamo,https://twitter.com/mafersamo,Oposición,Oposición
valen_vane18,https://twitter.com/valen_vane18,Oposición,Oposición
rukte,https://twitter.com/rukte,Oposición,Oposición
marialjos,https://twitter.com/marialjos,Oposición,Oposición
ChefAleSchrader,https://twitter.com/ChefAleSchrader,Ninguno,Ninguno
Ailevsy,https://twitter.com/Ailevsy,Oposición,Oposición
Gabrielamb72,https://twitter.com/Gabrielamb72,Oposición,Oposición
DonaVida_,https://twitter.com/DonaVida_,Ninguno,Ninguno
joselaurencio,https://twitter.com/joselaurencio,Oposición,Oposición
Isabellafgamboa,https://twitter.com/Isabellafgamboa,Oposición,Oposición
Jdavidaleman,https://twitter.com/Jdavidaleman,Oposición,Oposición
mastercommand,https://twitter.com/mastercommand,Oposición,Oposición
Fernando4850,https://twitter.com/Fernando4850,Oposición,Oposición
pvhersil,https://twitter.com/pvhersil,Oposición,Oposición
RomaireMartinez,https://twitter.com/RomaireMartinez,Oposición,Oposición
incammino2017,https://twitter.com/incammino2017,Ninguno,Ninguno
rairojasii,https://twitter.com/rairojasii,Oposición,Oposición
mondopupo,https://twitter.com/mondopupo,Ninguno,Ninguno
davolpe,https://twitter.com/davolpe,Oposición,Oposición
Toritoreando,https://twitter.com/Toritoreando,Oposición,Oposición
susanaruizjan,https://twitter.com/susanaruizjan,Oposición,Oposición
annizambrano,https://twitter.com/annizambrano,Oposición,Oposición
ludofinal,https://twitter.com/ludofinal,Ninguno,Ninguno
ELSODACOKE,https://twitter.com/ELSODACOKE,Oposición,Oposición
dbastardo27,https://twitter.com/dbastardo27,Oposición,Oposición
italozolano,https://twitter.com/italozolano,Oposición,Oposición
Anonymouspmv,https://twitter.com/Anonymouspmv,Oposición,Oposición
Mariel_Olaizola,https://twitter.com/Mariel_Olaizola,Oposición,Oposición
freedomledezma,https://twitter.com/freedomledezma,Oposición,Oposición
marielmendozae,https://twitter.com/marielmendozae,Oposición,Oposición
eliersl,https://twitter.com/eliersl,Oposición,Oposición
lopezricardoe,https://twitter.com/lopezricardoe,Oposición,Oposición
oswaldocoraspe,https://twitter.com/oswaldocoraspe,Oposición,Oposición
DaneJesusGB,https://twitter.com/DaneJesusGB,Oposición,Oposición
elroberbarahona,https://twitter.com/elroberbarahona,Ninguno,Ninguno
eli1304,https://twitter.com/eli1304,Oposición,Oposición
JorgeLucena,https://twitter.com/JorgeLucena,Oposición,Oposición
nadrix20,https://twitter.com/nadrix20,Oposición,Oposición
maunakea,https://twitter.com/maunakea,Oposición,Oposición
Ori_MontillaC,https://twitter.com/Ori_MontillaC,Oposición,Oposición
nadie_me_ve,https://twitter.com/nadie_me_ve,Oposición,Oposición
MariEliGuevara,https://twitter.com/MariEliGuevara,Oposición,Oposición
tobym,https://twitter.com/tobym,Ninguno,Ninguno
Baphomet_23,https://twitter.com/Baphomet_23,Oposición,Oposición
venezuelanito,https://twitter.com/venezuelanito,Oposición,Oposición
mudlarke,https://twitter.com/mudlarke,Ninguno,Ninguno
LauMonTeBlacK,https://twitter.com/LauMonTeBlacK,Oposición,Oposición
RamonCarrero,https://twitter.com/RamonCarrero,Oposición,Oposición
Giuseppe_M,https://twitter.com/Giuseppe_M,Oposición,Oposición
isanavarrofc,https://twitter.com/isanavarrofc,Ninguno,Ninguno
jeboillustrated,https://twitter.com/jeboillustrated,Oposición,Oposición
Ernestoc69,https://twitter.com/Ernestoc69,Oposición,Oposición
Kandrygamero,https://twitter.com/Kandrygamero,Oposición,Oposición
DrLepervanche,https://twitter.com/DrLepervanche,Ninguno,Ninguno
Guia_mispasos,https://twitter.com/Guia_mispasos,Oposición,Oposición
adlopezs,https://twitter.com/adlopezs,Oposición,Oposición
bezetabe,https://twitter.com/bezetabe,Oposición,Oposición
josestrongone,https://twitter.com/josestrongone,Oposición,Oposición
ana_bellaax3,https://twitter.com/ana_bellaax3,Ninguno,Ninguno
MusicVazquez,https://twitter.com/MusicVazquez,Oposición,Oposición
themaggot133,https://twitter.com/themaggot133,Oposición,Oposición
Vzla_ya_libre,https://twitter.com/Vzla_ya_libre,Oposición,Oposición
jedwarflorezg,https://twitter.com/jedwarflorezg,Ninguno,Ninguno
Pedrox_Rnd,https://twitter.com/Pedrox_Rnd,Oposición,Oposición
IFBDC,https://twitter.com/IFBDC,Ninguno,Ninguno
elsadelemos,https://twitter.com/elsadelemos,Oposición,Oposición
yaol14,https://twitter.com/yaol14,Ninguno,Ninguno
barbaralugo2,https://twitter.com/barbaralugo2,Oposición,Oposición
mmiyami,https://twitter.com/mmiyami,Oposición,Oposición
makaurel,https://twitter.com/makaurel,Oposición,Oposición
JenBarretoLeyva,https://twitter.com/JenBarretoLeyva,Oposición,Oposición
eye_jake,https://twitter.com/eye_jake,Oposición,Oposición
Katy_calzadilla,https://twitter.com/Katy_calzadilla,Oposición,Oposición
AlexCardio25R,https://twitter.com/AlexCardio25R,Ninguno,Ninguno
paulacadenas,https://twitter.com/paulacadenas,Oposición,Oposición
NanaElix,https://twitter.com/NanaElix,Oposición,Oposición
david_rubio7,https://twitter.com/david_rubio7,Oposición,Oposición
nicocardenas86,https://twitter.com/nicocardenas86,Oposición,Oposición
DanMi_Neko,https://twitter.com/DanMi_Neko,Oposición,Oposición
189Edu,https://twitter.com/189Edu,Ninguno,Ninguno
damantium,https://twitter.com/damantium,Ninguno,Ninguno
LaMismaVzla,https://twitter.com/LaMismaVzla,Oposición,Oposición
RebeMoreno,https://twitter.com/RebeMoreno,Oposición,Oposición
escauriza,https://twitter.com/escauriza,Oposición,Oposición
iyepez,https://twitter.com/iyepez,Oposición,Oposición
espineira,https://twitter.com/espineira,Ninguno,Ninguno
reijoescribe,https://twitter.com/reijoescribe,Ninguno,Ninguno
alexcapodiferro,https://twitter.com/alexcapodiferro,Oposición,Oposición
roxyrisco,https://twitter.com/roxyrisco,Oposición,Oposición
maitanebilbao,https://twitter.com/maitanebilbao,Oposición,Oposición
nelfelife,https://twitter.com/nelfelife,Ninguno,Ninguno
julianbarrera,https://twitter.com/julianbarrera,Ninguno,Ninguno
Esparragozamj,https://twitter.com/Esparragozamj,Ninguno,Ninguno
Carlos_Losada,https://twitter.com/Carlos_Losada,Ninguno,Ninguno
ElectionRoadUSA,https://twitter.com/ElectionRoadUSA,Oposición,Oposición
ivevzla,https://twitter.com/ivevzla,Oposición,Oposición
KikeRowling,https://twitter.com/KikeRowling,Ninguno,Ninguno
charliejesusfan,https://twitter.com/charliejesusfan,Ninguno,Ninguno
Emelyvaldiviess,https://twitter.com/Emelyvaldiviess,Oposición,Oposición
PatrialindaVzla,https://twitter.com/PatrialindaVzla,Oposición,Oposición
Ramirezaura7,https://twitter.com/Ramirezaura7,Ninguno,Ninguno
ronaldsiliet,https://twitter.com/ronaldsiliet,Chavista,Chavista
Johannire19,https://twitter.com/Johannire19,Ninguno,Ninguno
ferdbeep,https://twitter.com/ferdbeep,Oposición,Oposición
AdrianCM3003,https://twitter.com/AdrianCM3003,Oposición,Oposición
guerreros_,https://twitter.com/guerreros_,Oposición,Oposición
carlos_perozo,https://twitter.com/carlos_perozo,Oposición,Oposición
DaniSantibaniez,https://twitter.com/DaniSantibaniez,Ninguno,Ninguno
roman_zambrano,https://twitter.com/roman_zambrano,Ninguno,Ninguno
SillviaBak,https://twitter.com/SillviaBak,Ninguno,Ninguno
TeLoTengoQDecir,https://twitter.com/TeLoTengoQDecir,Oposición,Oposición
meugenialopezh,https://twitter.com/meugenialopezh,Ninguno,Ninguno
Nannittas,https://twitter.com/Nannittas,Oposición,Oposición
JustineRoisneau,https://twitter.com/JustineRoisneau,Ninguno,Ninguno
rafaelrodri2103,https://twitter.com/rafaelrodri2103,Oposición,Oposición
VictorJUrbinaL,https://twitter.com/VictorJUrbinaL,Oposición,Oposición
danibruc,https://twitter.com/danibruc,Oposición,Oposición
TonyMenendez21,https://twitter.com/TonyMenendez21,Ninguno,Ninguno
RavenHUWolf,https://twitter.com/RavenHUWolf,Ninguno,Ninguno
emperatrizlope1,https://twitter.com/emperatrizlope1,Oposición,Oposición
Lylibeth82,https://twitter.com/Lylibeth82,Ninguno,Ninguno
andreakkb,https://twitter.com/andreakkb,Oposición,Oposición
dalimar_pazos,https://twitter.com/dalimar_pazos,Oposición,Oposición
JavierCeriani,https://twitter.com/JavierCeriani,Ninguno,Ninguno
YomilkaM,https://twitter.com/YomilkaM,Oposición,Oposición
CapieloVeronica,https://twitter.com/CapieloVeronica,Oposición,Oposición
ErikaDLV,https://twitter.com/ErikaDLV,Oposición,Oposición
rondadevinos,https://twitter.com/rondadevinos,Oposición,Oposición
debbiliza,https://twitter.com/debbiliza,Ninguno,Ninguno
marifa_0725,https://twitter.com/marifa_0725,Oposición,Oposición
VeroEgui,https://twitter.com/VeroEgui,Oposición,Oposición
MCarlotaM,https://twitter.com/MCarlotaM,Oposición,Oposición
mostric0,https://twitter.com/mostric0,Ninguno,Ninguno
megypa,https://twitter.com/megypa,Oposición,Oposición
Daniel_CCGG,https://twitter.com/Daniel_CCGG,Ninguno,Ninguno
A_NOTARO,https://twitter.com/A_NOTARO,Oposición,Oposición
carloscg0716,https://twitter.com/carloscg0716,Ninguno,Ninguno
carlaangola,https://twitter.com/carlaangola,Oposición,Oposición
dianisandrade,https://twitter.com/dianisandrade,Oposición,Oposición
FGVP9,https://twitter.com/FGVP9,Oposición,Oposición
alexamv,https://twitter.com/alexamv,Oposición,Oposición
yorthlee,https://twitter.com/yorthlee,Oposición,Oposición
lelethielen,https://twitter.com/lelethielen,Oposición,Oposición
Alfredesignss,https://twitter.com/Alfredesignss,Ninguno,Ninguno
xixdevenezuela,https://twitter.com/xixdevenezuela,Oposición,Oposición
johannajose19,https://twitter.com/johannajose19,Oposición,Oposición
delfin_leonardo,https://twitter.com/delfin_leonardo,Oposición,Oposición
lucolmen,https://twitter.com/lucolmen,Oposición,Oposición
mivivas7,https://twitter.com/mivivas7,Oposición,Oposición
ninaodonto,https://twitter.com/ninaodonto,Oposición,Oposición
meestradar,https://twitter.com/meestradar,Oposición,Oposición
Morelinsky,https://twitter.com/Morelinsky,Oposición,Oposición
lilianamelo,https://twitter.com/lilianamelo,Ninguno,Ninguno
endictadura,https://twitter.com/endictadura,Oposición,Oposición
MARUJARDIN,https://twitter.com/MARUJARDIN,Oposición,Oposición
hennysromero29,https://twitter.com/hennysromero29,Oposición,Oposición
Carlosrojasmarr,https://twitter.com/Carlosrojasmarr,Oposición,Oposición
jonathanmenal,https://twitter.com/jonathanmenal,Oposición,Oposición
The_Chino27,https://twitter.com/The_Chino27,Oposición,Oposición
karry_spencer,https://twitter.com/karry_spencer,Oposición,Oposición
MaxiaLuna,https://twitter.com/MaxiaLuna,Ninguno,Ninguno
heidimoret,https://twitter.com/heidimoret,Ninguno,Ninguno
ruapiornais,https://twitter.com/ruapiornais,Oposición,Oposición
Cayolaramos,https://twitter.com/Cayolaramos,Oposición,Oposición
lfdepardo,https://twitter.com/lfdepardo,Oposición,Oposición
ratonmoto,https://twitter.com/ratonmoto,Oposición,Oposición
mavidelgado,https://twitter.com/mavidelgado,Oposición,Oposición
NoticiasSB1,https://twitter.com/NoticiasSB1,Oposición,Oposición
rdlln,https://twitter.com/rdlln,Ninguno,Ninguno
optimalnt1,https://twitter.com/optimalnt1,Ninguno,Ninguno
noralivondrak,https://twitter.com/noralivondrak,Oposición,Oposición
ProtestonC,https://twitter.com/ProtestonC,Ninguno,Ninguno
PedroBermudezB,https://twitter.com/PedroBermudezB,Oposición,Oposición
MFchen,https://twitter.com/MFchen,Oposición,Oposición
Lucrecia_Bomer,https://twitter.com/Lucrecia_Bomer,Ninguno,Ninguno
Marihut_Arte,https://twitter.com/Marihut_Arte,Oposición,Oposición
LargoVane,https://twitter.com/LargoVane,Oposición,Oposición
Ojosrojos01,https://twitter.com/Ojosrojos01,Oposición,Oposición
drvargasd,https://twitter.com/drvargasd,Ninguno,Ninguno
josevrivasz,https://twitter.com/josevrivasz,Oposición,Oposición
MABastenier001,https://twitter.com/MABastenier001,Ninguno,Ninguno
Creinfeld,https://twitter.com/Creinfeld,Oposición,Oposición
China_Noticias,https://twitter.com/China_Noticias,Ninguno,Ninguno
carolinamoros11,https://twitter.com/carolinamoros11,Oposición,Oposición
FreedomChild3,https://twitter.com/FreedomChild3,Ninguno,Ninguno
golaucrochet,https://twitter.com/golaucrochet,Oposición,Oposición
AnaCSuero,https://twitter.com/AnaCSuero,Oposición,Oposición
valemullerg,https://twitter.com/valemullerg,Oposición,Oposición
danielaviolin,https://twitter.com/danielaviolin,Ninguno,Ninguno
KANORTH,https://twitter.com/KANORTH,Oposición,Oposición
meri4chi,https://twitter.com/meri4chi,Ninguno,Ninguno
Tamara_Navarro,https://twitter.com/Tamara_Navarro,Oposición,Oposición
CarlosTheDraw,https://twitter.com/CarlosTheDraw,Ninguno,Ninguno
SelinaCamacaro,https://twitter.com/SelinaCamacaro,Oposición,Oposición
mw__33,https://twitter.com/mw__33,Ninguno,Ninguno
_JavierGG,https://twitter.com/_JavierGG,Ninguno,Ninguno
esthermteran,https://twitter.com/esthermteran,Oposición,Oposición
EnriqueVenezia,https://twitter.com/EnriqueVenezia,Oposición,Oposición
samayoa_bessy,https://twitter.com/samayoa_bessy,Oposición,Oposición
Trejo_Anita,https://twitter.com/Trejo_Anita,Oposición,Oposición
DjVictorFactory,https://twitter.com/DjVictorFactory,Oposición,Oposición
juancgomezsmith,https://twitter.com/juancgomezsmith,Oposición,Oposición
GerikSuarez,https://twitter.com/GerikSuarez,Oposición,Oposición
GusParera,https://twitter.com/GusParera,Ninguno,Ninguno
sbonnetc,https://twitter.com/sbonnetc,Oposición,Oposición
FloriPG,https://twitter.com/FloriPG,Oposición,Oposición
lmillanm,https://twitter.com/lmillanm,Oposición,Oposición
darii_flores,https://twitter.com/darii_flores,Oposición,Oposición
WillianMonagas,https://twitter.com/WillianMonagas,Oposición,Oposición
rayselR,https://twitter.com/rayselR,Ninguno,Ninguno
amores_contrato,https://twitter.com/amores_contrato,Oposición,Oposición
Daskelvis,https://twitter.com/Daskelvis,Oposición,Oposición
JSMITH69,https://twitter.com/JSMITH69,Oposición,Oposición
JessiGonz,https://twitter.com/JessiGonz,Oposición,Oposición
rcadavieco,https://twitter.com/rcadavieco,Ninguno,Ninguno
CrisAriell,https://twitter.com/CrisAriell,Ninguno,Ninguno
maitebilbaoh,https://twitter.com/maitebilbaoh,Oposición,Oposición
humbertoberro1,https://twitter.com/humbertoberro1,Oposición,Oposición
CocineroTj,https://twitter.com/CocineroTj,Oposición,Oposición
juliette230165,https://twitter.com/juliette230165,Oposición,Oposición
kakelita67,https://twitter.com/kakelita67,Oposición,Oposición
Lolymarq,https://twitter.com/Lolymarq,Ninguno,Ninguno
barbaritaperezz,https://twitter.com/barbaritaperezz,Ninguno,Ninguno
nisima17,https://twitter.com/nisima17,Oposición,Oposición
Soulphie,https://twitter.com/Soulphie,Oposición,Oposición
CamiRVerhooks,https://twitter.com/CamiRVerhooks,Oposición,Oposición
aicguara,https://twitter.com/aicguara,Oposición,Oposición
keysfuenmayor,https://twitter.com/keysfuenmayor,Oposición,Oposición
KarlysVen,https://twitter.com/KarlysVen,Oposición,Oposición
marielSiviglia,https://twitter.com/marielSiviglia,Ninguno,Ninguno
DrSantangelo,https://twitter.com/DrSantangelo,Oposición,Oposición
frank3643940,https://twitter.com/frank3643940,Oposición,Oposición
MarifeSocial,https://twitter.com/MarifeSocial,Oposición,Oposición
VeroRRY,https://twitter.com/VeroRRY,Ninguno,Ninguno
selennaVare,https://twitter.com/selennaVare,Oposición,Oposición
retioCCS,https://twitter.com/retioCCS,Ninguno,Ninguno
lbsm40,https://twitter.com/lbsm40,Oposición,Oposición
MorenoKei,https://twitter.com/MorenoKei,Oposición,Oposición
miamiunitedfc,https://twitter.com/miamiunitedfc,Ninguno,Ninguno
maybeGm05,https://twitter.com/maybeGm05,Ninguno,Ninguno
Frcabogado,https://twitter.com/Frcabogado,Oposición,Oposición
ElBlogiante,https://twitter.com/ElBlogiante,Ninguno,Ninguno
erikaalastre,https://twitter.com/erikaalastre,Oposición,Oposición
RayDream29,https://twitter.com/RayDream29,Ninguno,Ninguno
Yoseyma_1D,https://twitter.com/Yoseyma_1D,Ninguno,Ninguno
Villas1000luis,https://twitter.com/Villas1000luis,Oposición,Oposición
oldlewis60,https://twitter.com/oldlewis60,Oposición,Oposición
vanessamariana,https://twitter.com/vanessamariana,Oposición,Oposición
realyoly,https://twitter.com/realyoly,Oposición,Oposición
Panamaniac122,https://twitter.com/Panamaniac122,Ninguno,Ninguno
jernestolisboam,https://twitter.com/jernestolisboam,Oposición,Oposición
Maviluc,https://twitter.com/Maviluc,Oposición,Oposición
DENNYARG,https://twitter.com/DENNYARG,Ninguno,Ninguno
Mayer_05,https://twitter.com/Mayer_05,Oposición,Oposición
yosoyinesita,https://twitter.com/yosoyinesita,Oposición,Oposición
Rebecaulloa4,https://twitter.com/Rebecaulloa4,Oposición,Oposición
UniActivist1,https://twitter.com/UniActivist1,Ninguno,Ninguno
MariliCancio,https://twitter.com/MariliCancio,Oposición,Oposición
rafaelreg2,https://twitter.com/rafaelreg2,Oposición,Oposición
carlosarevilla,https://twitter.com/carlosarevilla,Oposición,Oposición
CarlosDini3,https://twitter.com/CarlosDini3,Oposición,Oposición
NelsymarTorres,https://twitter.com/NelsymarTorres,Oposición,Oposición
nancyviverosn,https://twitter.com/nancyviverosn,Ninguno,Ninguno
adameshernandez,https://twitter.com/adameshernandez,Oposición,Oposición
zairita7,https://twitter.com/zairita7,Oposición,Oposición
annezanders,https://twitter.com/annezanders,Oposición,Oposición
Richard18684746,https://twitter.com/Richard18684746,Oposición,Oposición
rjruogers,https://twitter.com/rjruogers,Ninguno,Ninguno
la_ina7,https://twitter.com/la_ina7,Oposición,Oposición
carobelandria,https://twitter.com/carobelandria,Oposición,Oposición
JesusFragozo,https://twitter.com/JesusFragozo,Ninguno,Ninguno
ChrisssMerly,https://twitter.com/ChrisssMerly,Ninguno,Ninguno
lamachin78,https://twitter.com/lamachin78,Oposición,Oposición
solcire_wicca,https://twitter.com/solcire_wicca,Oposición,Oposición
neyelpeso,https://twitter.com/neyelpeso,Ninguno,Ninguno
angelivandl,https://twitter.com/angelivandl,Ninguno,Ninguno
mvrogers,https://twitter.com/mvrogers,Oposición,Oposición
nadia_makk,https://twitter.com/nadia_makk,Ninguno,Ninguno
ichamo_g,https://twitter.com/ichamo_g,Ninguno,Ninguno
CARLOSMMATERAN1,https://twitter.com/CARLOSMMATERAN1,Oposición,Oposición
jenikg17,https://twitter.com/jenikg17,Oposición,Oposición
scluiyi,https://twitter.com/scluiyi,Oposición,Oposición
blackgio_,https://twitter.com/blackgio_,Oposición,Oposición
JesusMHD,https://twitter.com/JesusMHD,Oposición,Oposición
COMUNICATE1,https://twitter.com/COMUNICATE1,Oposición,Oposición
soytuvozvzla,https://twitter.com/soytuvozvzla,Oposición,Oposición
ValeriaQuiaro,https://twitter.com/ValeriaQuiaro,Oposición,Oposición
fuerzayfeve,https://twitter.com/fuerzayfeve,Oposición,Oposición
CristopherCruz8,https://twitter.com/CristopherCruz8,Ninguno,Ninguno
03RAVGuerrera12,https://twitter.com/03RAVGuerrera12,Oposición,Oposición
rcamacar,https://twitter.com/rcamacar,Ninguno,Ninguno
selalovera,https://twitter.com/selalovera,Ninguno,Ninguno
MIAMI_2017,https://twitter.com/MIAMI_2017,Ninguno,Ninguno
Saldivic,https://twitter.com/Saldivic,Ninguno,Ninguno
AmayaFredmy19,https://twitter.com/AmayaFredmy19,Oposición,Oposición
YO_SOYLIBERTAD,https://twitter.com/YO_SOYLIBERTAD,Oposición,Oposición
alcidesyrady,https://twitter.com/alcidesyrady,Ninguno,Ninguno
axlejazzo,https://twitter.com/axlejazzo,Ninguno,Ninguno
DanielAndrea01,https://twitter.com/DanielAndrea01,Oposición,Oposición
demilu,https://twitter.com/demilu,Ninguno,Ninguno
Cubannator,https://twitter.com/Cubannator,Ninguno,Ninguno
isagilbert28,https://twitter.com/isagilbert28,Oposición,Oposición
Anita_Cop,https://twitter.com/Anita_Cop,Oposición,Oposición
Ale_sanchez_54,https://twitter.com/Ale_sanchez_54,Ninguno,Ninguno
WendyLarosa,https://twitter.com/WendyLarosa,Oposición,Oposición
haz_lo_correcto,https://twitter.com/haz_lo_correcto,Ninguno,Ninguno
FialloRafael,https://twitter.com/FialloRafael,Oposición,Oposición
Danielamm08,https://twitter.com/Danielamm08,Oposición,Oposición
arelismreynoso,https://twitter.com/arelismreynoso,Ninguno,Ninguno
keytily,https://twitter.com/keytily,Oposición,Oposición
carolain153,https://twitter.com/carolain153,Oposición,Oposición
Barrios_Junior1,https://twitter.com/Barrios_Junior1,Ninguno,Ninguno
aus1969,https://twitter.com/aus1969,Oposición,Oposición
PedroOquero,https://twitter.com/PedroOquero,Oposición,Oposición
isagonzalez919,https://twitter.com/isagonzalez919,Oposición,Oposición
ItsAlejandroDr,https://twitter.com/ItsAlejandroDr,Ninguno,Ninguno
VaneVaneMChin,https://twitter.com/VaneVaneMChin,Oposición,Oposición
ottohoffmann,https://twitter.com/ottohoffmann,Oposición,Oposición
RubinhoArte,https://twitter.com/RubinhoArte,Ninguno,Ninguno
VictorDanielHC,https://twitter.com/VictorDanielHC,Oposición,Oposición
seijasplisbeth,https://twitter.com/seijasplisbeth,Oposición,Oposición
luchibenav,https://twitter.com/luchibenav,Oposición,Oposición
grannyisa,https://twitter.com/grannyisa,Oposición,Oposición
RobertLeon9,https://twitter.com/RobertLeon9,Ninguno,Ninguno
marianerraiz,https://twitter.com/marianerraiz,Oposición,Oposición
Eva_Venezuela,https://twitter.com/Eva_Venezuela,Oposición,Oposición
minimohybh,https://twitter.com/minimohybh,Oposición,Oposición
LUZNELLYSB,https://twitter.com/LUZNELLYSB,Ninguno,Ninguno
rolandobriceno5,https://twitter.com/rolandobriceno5,Ninguno,Ninguno
joannaflores91,https://twitter.com/joannaflores91,Oposición,Oposición
FatiDeFreitas_,https://twitter.com/FatiDeFreitas_,Oposición,Oposición
mjmulet,https://twitter.com/mjmulet,Oposición,Oposición
AmigaColombiana,https://twitter.com/AmigaColombiana,Ninguno,Ninguno
kangenve,https://twitter.com/kangenve,Ninguno,Ninguno
CarmenMoery,https://twitter.com/CarmenMoery,Ninguno,Ninguno
emastromatteo,https://twitter.com/emastromatteo,Oposición,Oposición
RANS203,https://twitter.com/RANS203,Oposición,Oposición
huarnette,https://twitter.com/huarnette,Oposición,Oposición
LoMasTrendyfm,https://twitter.com/LoMasTrendyfm,Ninguno,Ninguno
Marycastrobel,https://twitter.com/Marycastrobel,Ninguno,Ninguno
