User,Link,Clasificador1,Clasificador2,Clasificador3
Wally_KitKat,https://twitter.com/Wally_KitKat,Oposición,Oposición,Oposición
Cloblanco,https://twitter.com/Cloblanco,Oposición,Oposición,Oposición
valenzuelausa,https://twitter.com/valenzuelausa,Ninguno,Ninguno,Ninguno
Rociohiguerar,https://twitter.com/Rociohiguerar,Ninguno,Ninguno,Ninguno
vzlaya,https://twitter.com/vzlaya,Oposición,Oposición,Oposición
Bettyg_1875,https://twitter.com/Bettyg_1875,,,
DUINCONSUELOC,https://twitter.com/DUINCONSUELOC,Oposición,Oposición,Oposición
maha2900,https://twitter.com/maha2900,Ninguno,Ninguno,Ninguno
HossanaBrigitte,https://twitter.com/HossanaBrigitte,Ninguno,Oposición,Ninguno
sharonirigoyenl,https://twitter.com/sharonirigoyenl,Oposición,Oposición,Oposición
josenietop26,https://twitter.com/josenietop26,Oposición,Oposición,Oposición
IvanYaz,https://twitter.com/IvanYaz,Oposición,Oposición,Oposición
yuyiruiz,https://twitter.com/yuyiruiz,Ninguno,,
SoyAlexaJimenez,https://twitter.com/SoyAlexaJimenez,Ninguno,Ninguno,Ninguno
tomi56,https://twitter.com/tomi56,Oposición,Oposición,Oposición
TippingEnrique,https://twitter.com/TippingEnrique,Ninguno,Ninguno,Ninguno
miye715,https://twitter.com/miye715,Oposición,Oposición,Oposición
wladimirlatoz,https://twitter.com/wladimirlatoz,Oposición,Oposición,Oposición
EspeTua,https://twitter.com/EspeTua,Oposición,Oposición,Oposición
yesse_duran,https://twitter.com/yesse_duran,Ninguno,Ninguno,Ninguno
monkeyniehaus,https://twitter.com/monkeyniehaus,Ninguno,Ninguno,Ninguno
FranciaMalave,https://twitter.com/FranciaMalave,Ninguno,Ninguno,Ninguno
Lorein_Patino,https://twitter.com/Lorein_Patino,Oposición,Oposición,Oposición
rosselynram,https://twitter.com/rosselynram,Oposición,Oposición,Oposición
ArgenisBelly,https://twitter.com/ArgenisBelly,Oposición,Oposición,Oposición
Johanz_,https://twitter.com/Johanz_,Ninguno,Ninguno,Ninguno
halabis,https://twitter.com/halabis,Oposición,Oposición,Oposición
liuma2000,https://twitter.com/liuma2000,Oposición,Oposición,Oposición
Paomotion,https://twitter.com/Paomotion,Oposición,Oposición,Oposición
NestorTovar32,https://twitter.com/NestorTovar32,Oposición,Oposición,Oposición
ArrobaJoseDiaz,https://twitter.com/ArrobaJoseDiaz,Oposición,Oposición,Oposición
cryptho2000,https://twitter.com/cryptho2000,Ninguno,Oposición,Ninguno
maferzam3,https://twitter.com/maferzam3,Oposición,Oposición,Oposición
JsemAngie,https://twitter.com/JsemAngie,Oposición,Oposición,Oposición
franktastico,https://twitter.com/franktastico,Oposición,Oposición,Oposición
kimadr14,https://twitter.com/kimadr14,Oposición,Oposición,Oposición
mirovasqueza,https://twitter.com/mirovasqueza,Oposición,Oposición,Oposición
jihanc,https://twitter.com/jihanc,Oposición,Oposición,Oposición
AtzukoMasudome,https://twitter.com/AtzukoMasudome,Oposición,Oposición,Oposición
Rockteam88,https://twitter.com/Rockteam88,Oposición,Oposición,Oposición
LeticGonz,https://twitter.com/LeticGonz,Oposición,Oposición,Oposición
Ana_CeciliaRM,https://twitter.com/Ana_CeciliaRM,Oposición,Oposición,Oposición
luzmalvarez,https://twitter.com/luzmalvarez,Oposición,Oposición,Oposición
fenao,https://twitter.com/fenao,Oposición,Oposición,Oposición
JoseLaplace,https://twitter.com/JoseLaplace,Ninguno,Ninguno,Ninguno
johapineapple,https://twitter.com/johapineapple,Oposición,Oposición,Oposición
Anaconda009,https://twitter.com/Anaconda009,Oposición,Oposición,Oposición
KarinaVilchez,https://twitter.com/KarinaVilchez,Oposición,Oposición,Oposición
Kensy_Word,https://twitter.com/Kensy_Word,Ninguno,Ninguno,Ninguno
PastoritaTovar,https://twitter.com/PastoritaTovar,Oposición,Oposición,Oposición
danielhz1983,https://twitter.com/danielhz1983,Ninguno,Ninguno,Ninguno
chamotuitero,https://twitter.com/chamotuitero,Oposición,Oposición,Oposición
gmendible,https://twitter.com/gmendible,Oposición,Oposición,Oposición
gersonrolando,https://twitter.com/gersonrolando,,,
Elare38,https://twitter.com/Elare38,Ninguno,Oposición,Ninguno
carosle,https://twitter.com/carosle,Oposición,Oposición,Oposición
436francisco,https://twitter.com/436francisco,Ninguno,Ninguno,Ninguno
admartinezjr,https://twitter.com/admartinezjr,Ninguno,Oposición,Ninguno
einnaul,https://twitter.com/einnaul,Ninguno,Ninguno,Ninguno
jdecaires,https://twitter.com/jdecaires,Oposición,Oposición,Oposición
drangelm86,https://twitter.com/drangelm86,Oposición,Oposición,Oposición
UnoLibertad,https://twitter.com/UnoLibertad,Oposición,Oposición,Oposición
MirandinaRajada,https://twitter.com/MirandinaRajada,Oposición,Oposición,Oposición
militzaquizena,https://twitter.com/militzaquizena,Oposición,Oposición,Oposición
joseferrrer,https://twitter.com/joseferrrer,Oposición,Oposición,Oposición
nicolaspereira,https://twitter.com/nicolaspereira,Ninguno,Ninguno,Ninguno
EDUCADORAV,https://twitter.com/EDUCADORAV,Oposición,Oposición,Oposición
dalianasp,https://twitter.com/dalianasp,Oposición,Oposición,Oposición
bmgalindocrucet,https://twitter.com/bmgalindocrucet,Ninguno,Ninguno,Ninguno
magdazulim,https://twitter.com/magdazulim,Oposición,Oposición,Oposición
chichocotu,https://twitter.com/chichocotu,Oposición,Oposición,Oposición
YelimarB7,https://twitter.com/YelimarB7,Oposición,Oposición,Oposición
maydul1,https://twitter.com/maydul1,Oposición,Oposición,Oposición
claritasofia28,https://twitter.com/claritasofia28,Ninguno,Oposición,Ninguno
jeal2010,https://twitter.com/jeal2010,Ninguno,Ninguno,Ninguno
gcorolg,https://twitter.com/gcorolg,Oposición,Oposición,Oposición
MarcosVPI,https://twitter.com/MarcosVPI,Oposición,Oposición,Oposición
israel8542,https://twitter.com/israel8542,Oposición,Oposición,Oposición
h_machin,https://twitter.com/h_machin,Oposición,Oposición,Oposición
Jeanpaul2103,https://twitter.com/Jeanpaul2103,Ninguno,Ninguno,Ninguno
jgb0415,https://twitter.com/jgb0415,Oposición,Oposición,Oposición
ithanos3,https://twitter.com/ithanos3,Oposición,Oposición,Oposición
EstiloMissy,https://twitter.com/EstiloMissy,Oposición,Oposición,Oposición
rcaverzan,https://twitter.com/rcaverzan,Oposición,Oposición,Oposición
luilui09,https://twitter.com/luilui09,Oposición,Oposición,Oposición
fitoklein,https://twitter.com/fitoklein,Oposición,Oposición,Oposición
ranita46642800,https://twitter.com/ranita46642800,Oposición,Oposición,Oposición
luisepetterson,https://twitter.com/luisepetterson,Oposición,Oposición,Oposición
RCarvajalRadio,https://twitter.com/RCarvajalRadio,,,
frandest00,https://twitter.com/frandest00,Oposición,Oposición,Oposición
BlancaMG63,https://twitter.com/BlancaMG63,Oposición,Oposición,Oposición
ICCamisas,https://twitter.com/ICCamisas,Oposición,Oposición,Oposición
quintanillalore,https://twitter.com/quintanillalore,Oposición,Oposición,Oposición
Majomorr,https://twitter.com/Majomorr,Oposición,Oposición,Oposición
PatriRosasGodoy,https://twitter.com/PatriRosasGodoy,Oposición,Oposición,Oposición
malditaisoka,https://twitter.com/malditaisoka,Oposición,Oposición,Oposición
reynaldoar,https://twitter.com/reynaldoar,Ninguno,Ninguno,Ninguno
zglasser,https://twitter.com/zglasser,Ninguno,Ninguno,Ninguno
PerezAlisbeth,https://twitter.com/PerezAlisbeth,Oposición,Oposición,Oposición
VickySC,https://twitter.com/VickySC,Oposición,Oposición,Oposición
hallacaxpressFL,https://twitter.com/hallacaxpressFL,Oposición,Oposición,Oposición
trafficBARINAS,https://twitter.com/trafficBARINAS,Oposición,Oposición,Oposición
isamarfernande,https://twitter.com/isamarfernande,Oposición,Oposición,Oposición
tragiccolorsx,https://twitter.com/tragiccolorsx,Oposición,Oposición,Oposición
YAGOSTINI,https://twitter.com/YAGOSTINI,Oposición,Oposición,Oposición
kitsson,https://twitter.com/kitsson,Oposición,Oposición,Oposición
ilciasanchez,https://twitter.com/ilciasanchez,Oposición,Oposición,Oposición
milagrosrivasb,https://twitter.com/milagrosrivasb,Oposición,Oposición,Oposición
CarolaValdez,https://twitter.com/CarolaValdez,Oposición,Oposición,Oposición
SandyMirabal1,https://twitter.com/SandyMirabal1,Oposición,Oposición,Oposición
IsbethDuque,https://twitter.com/IsbethDuque,Oposición,Oposición,Oposición
CarlosCamrgo,https://twitter.com/CarlosCamrgo,Ninguno,Ninguno,Ninguno
NORGHY,https://twitter.com/NORGHY,Oposición,Oposición,Oposición
jops2272,https://twitter.com/jops2272,Oposición,Oposición,Oposición
lenipesp,https://twitter.com/lenipesp,Ninguno,Ninguno,Ninguno
Christiano_Vzla,https://twitter.com/Christiano_Vzla,Ninguno,Ninguno,Ninguno
ange_pp,https://twitter.com/ange_pp,Oposición,Oposición,Oposición
Pacoctavio,https://twitter.com/Pacoctavio,Ninguno,Ninguno,Ninguno
carlosroa1,https://twitter.com/carlosroa1,Oposición,Oposición,Oposición
mireyaceci,https://twitter.com/mireyaceci,Oposición,Oposición,Oposición
angelineiguaran,https://twitter.com/angelineiguaran,,,
gloriamoreno248,https://twitter.com/gloriamoreno248,Ninguno,Ninguno,Ninguno
silainaR,https://twitter.com/silainaR,Oposición,Oposición,Oposición
ReyesDeEuropaRM,https://twitter.com/ReyesDeEuropaRM,Oposición,Oposición,Oposición
Pipiola20,https://twitter.com/Pipiola20,Ninguno,Ninguno,Ninguno
warningdolans,https://twitter.com/warningdolans,,,
cuervojuanpi89,https://twitter.com/cuervojuanpi89,Oposición,Oposición,Oposición
francdelgado,https://twitter.com/francdelgado,Ninguno,Ninguno,Ninguno
Gabypadrong1,https://twitter.com/Gabypadrong1,Oposición,Oposición,Oposición
lujuriamerida,https://twitter.com/lujuriamerida,Ninguno,Ninguno,Ninguno
MarkAGomez95,https://twitter.com/MarkAGomez95,Ninguno,Ninguno,Ninguno
LuissanaGM,https://twitter.com/LuissanaGM,Oposición,Oposición,Oposición
leninalfonso,https://twitter.com/leninalfonso,Oposición,Oposición,Oposición
GianLucaArtizzu,https://twitter.com/GianLucaArtizzu,Ninguno,Ninguno,Ninguno
Yusmary_77,https://twitter.com/Yusmary_77,Ninguno,Ninguno,Ninguno
andreapalaciosh,https://twitter.com/andreapalaciosh,Ninguno,Ninguno,Ninguno
DonEdgarReyes,https://twitter.com/DonEdgarReyes,Oposición,Oposición,Oposición
anonymous767li1,https://twitter.com/anonymous767li1,Oposición,Oposición,Oposición
FridaManiac,https://twitter.com/FridaManiac,Oposición,Oposición,Oposición
Alexyca09,https://twitter.com/Alexyca09,Ninguno,Ninguno,Ninguno
Edu_uc,https://twitter.com/Edu_uc,Ninguno,Ninguno,Ninguno
DBonyuet,https://twitter.com/DBonyuet,Oposición,Oposición,Oposición
HMarianela7,https://twitter.com/HMarianela7,Oposición,Oposición,Oposición
JulioLez,https://twitter.com/JulioLez,Oposición,Oposición,Oposición
proudrealv,https://twitter.com/proudrealv,Oposición,Oposición,Oposición
fgdv55,https://twitter.com/fgdv55,Oposición,Oposición,Oposición
mikitis,https://twitter.com/mikitis,Oposición,Oposición,Oposición
Natym0990,https://twitter.com/Natym0990,,,
MGOResistencia,https://twitter.com/MGOResistencia,Oposición,Oposición,Oposición
LuzO_,https://twitter.com/LuzO_,Ninguno,Oposición,Ninguno
MMancini013,https://twitter.com/MMancini013,Oposición,Oposición,Oposición
britoca77,https://twitter.com/britoca77,Ninguno,Ninguno,Ninguno
oswaldomarro,https://twitter.com/oswaldomarro,Oposición,Oposición,Oposición
eveuva,https://twitter.com/eveuva,Oposición,Oposición,Oposición
lindartej,https://twitter.com/lindartej,Oposición,Oposición,Oposición
MaJoJovi,https://twitter.com/MaJoJovi,Oposición,Oposición,Oposición
neidaprieto,https://twitter.com/neidaprieto,Ninguno,Ninguno,Ninguno
cuaimayo,https://twitter.com/cuaimayo,Oposición,Oposición,Oposición
jhonnycabarela,https://twitter.com/jhonnycabarela,Oposición,Oposición,Oposición
JuniorJQuijada,https://twitter.com/JuniorJQuijada,Oposición,Oposición,Oposición
GuerrerosVzla1,https://twitter.com/GuerrerosVzla1,Oposición,Oposición,Oposición
mafersamo,https://twitter.com/mafersamo,Oposición,Oposición,Oposición
valen_vane18,https://twitter.com/valen_vane18,Oposición,Oposición,Oposición
rukte,https://twitter.com/rukte,Oposición,Oposición,Oposición
marialjos,https://twitter.com/marialjos,Oposición,Oposición,Oposición
ChefAleSchrader,https://twitter.com/ChefAleSchrader,Ninguno,Ninguno,Ninguno
Ailevsy,https://twitter.com/Ailevsy,Oposición,Oposición,Oposición
Gabrielamb72,https://twitter.com/Gabrielamb72,Oposición,Oposición,Oposición
DonaVida_,https://twitter.com/DonaVida_,Ninguno,Ninguno,Ninguno
joselaurencio,https://twitter.com/joselaurencio,Oposición,Oposición,Oposición
Isabellafgamboa,https://twitter.com/Isabellafgamboa,Oposición,Oposición,Oposición
Jdavidaleman,https://twitter.com/Jdavidaleman,Oposición,Oposición,Oposición
mastercommand,https://twitter.com/mastercommand,Oposición,Oposición,Oposición
Fernando4850,https://twitter.com/Fernando4850,Oposición,Oposición,Oposición
pvhersil,https://twitter.com/pvhersil,Oposición,Oposición,Oposición
RomaireMartinez,https://twitter.com/RomaireMartinez,Oposición,Oposición,Oposición
incammino2017,https://twitter.com/incammino2017,Ninguno,Ninguno,Ninguno
rairojasii,https://twitter.com/rairojasii,Oposición,Oposición,Oposición
mondopupo,https://twitter.com/mondopupo,Ninguno,Ninguno,Ninguno
davolpe,https://twitter.com/davolpe,Oposición,Oposición,Oposición
Toritoreando,https://twitter.com/Toritoreando,Oposición,Oposición,Oposición
susanaruizjan,https://twitter.com/susanaruizjan,Oposición,Oposición,Oposición
annizambrano,https://twitter.com/annizambrano,Oposición,Oposición,Oposición
ludofinal,https://twitter.com/ludofinal,Ninguno,Ninguno,Ninguno
ELSODACOKE,https://twitter.com/ELSODACOKE,Oposición,Oposición,Oposición
dbastardo27,https://twitter.com/dbastardo27,Oposición,Oposición,Oposición
italozolano,https://twitter.com/italozolano,Oposición,Oposición,Oposición
Anonymouspmv,https://twitter.com/Anonymouspmv,Oposición,Oposición,Oposición
Mariel_Olaizola,https://twitter.com/Mariel_Olaizola,Oposición,Oposición,Oposición
freedomledezma,https://twitter.com/freedomledezma,Oposición,Oposición,Oposición
marielmendozae,https://twitter.com/marielmendozae,Oposición,Oposición,Oposición
eliersl,https://twitter.com/eliersl,Oposición,Oposición,Oposición
lopezricardoe,https://twitter.com/lopezricardoe,Oposición,Oposición,Oposición
oswaldocoraspe,https://twitter.com/oswaldocoraspe,Oposición,Oposición,Oposición
DaneJesusGB,https://twitter.com/DaneJesusGB,Oposición,Oposición,Oposición
elroberbarahona,https://twitter.com/elroberbarahona,Ninguno,Ninguno,Ninguno
eli1304,https://twitter.com/eli1304,Oposición,Oposición,Oposición
JorgeLucena,https://twitter.com/JorgeLucena,Oposición,Oposición,Oposición
nadrix20,https://twitter.com/nadrix20,Oposición,Oposición,Oposición
maunakea,https://twitter.com/maunakea,Oposición,Oposición,Oposición
Ori_MontillaC,https://twitter.com/Ori_MontillaC,Oposición,Oposición,Oposición
nadie_me_ve,https://twitter.com/nadie_me_ve,Oposición,Oposición,Oposición
MariEliGuevara,https://twitter.com/MariEliGuevara,Oposición,Oposición,Oposición
tobym,https://twitter.com/tobym,Ninguno,Ninguno,Ninguno
Baphomet_23,https://twitter.com/Baphomet_23,Oposición,Oposición,Oposición
venezuelanito,https://twitter.com/venezuelanito,Oposición,Oposición,Oposición
mudlarke,https://twitter.com/mudlarke,Ninguno,Ninguno,Ninguno
LauMonTeBlacK,https://twitter.com/LauMonTeBlacK,Oposición,Oposición,Oposición
RamonCarrero,https://twitter.com/RamonCarrero,Oposición,Oposición,Oposición
Giuseppe_M,https://twitter.com/Giuseppe_M,Oposición,Oposición,Oposición
isanavarrofc,https://twitter.com/isanavarrofc,Ninguno,Ninguno,Ninguno
jeboillustrated,https://twitter.com/jeboillustrated,Oposición,Oposición,Oposición
Ernestoc69,https://twitter.com/Ernestoc69,Oposición,Oposición,Oposición
Kandrygamero,https://twitter.com/Kandrygamero,Oposición,Oposición,Oposición
DrLepervanche,https://twitter.com/DrLepervanche,Ninguno,Ninguno,Ninguno
Guia_mispasos,https://twitter.com/Guia_mispasos,Oposición,Oposición,Oposición
adlopezs,https://twitter.com/adlopezs,Oposición,Oposición,Oposición
bezetabe,https://twitter.com/bezetabe,Oposición,Oposición,Oposición
josestrongone,https://twitter.com/josestrongone,Oposición,Oposición,Oposición
ana_bellaax3,https://twitter.com/ana_bellaax3,Ninguno,Ninguno,Ninguno
MusicVazquez,https://twitter.com/MusicVazquez,Oposición,Oposición,Oposición
themaggot133,https://twitter.com/themaggot133,Oposición,Oposición,Oposición
Vzla_ya_libre,https://twitter.com/Vzla_ya_libre,Oposición,Oposición,Oposición
jedwarflorezg,https://twitter.com/jedwarflorezg,Ninguno,Ninguno,Ninguno
Pedrox_Rnd,https://twitter.com/Pedrox_Rnd,Oposición,Oposición,Oposición
IFBDC,https://twitter.com/IFBDC,Ninguno,Oposición,Ninguno
elsadelemos,https://twitter.com/elsadelemos,Oposición,Oposición,Oposición
yaol14,https://twitter.com/yaol14,Ninguno,Ninguno,Ninguno
barbaralugo2,https://twitter.com/barbaralugo2,Oposición,Oposición,Oposición
mmiyami,https://twitter.com/mmiyami,Oposición,Oposición,Oposición
makaurel,https://twitter.com/makaurel,Oposición,Oposición,Oposición
cringemarina,https://twitter.com/cringemarina,,,
__Teffa,https://twitter.com/__Teffa,Ninguno,Oposición,Ninguno
JenBarretoLeyva,https://twitter.com/JenBarretoLeyva,Oposición,Oposición,Oposición
eye_jake,https://twitter.com/eye_jake,Oposición,Oposición,Oposición
Katy_calzadilla,https://twitter.com/Katy_calzadilla,Oposición,Oposición,Oposición
AlexCardio25R,https://twitter.com/AlexCardio25R,Ninguno,Ninguno,Ninguno
paulacadenas,https://twitter.com/paulacadenas,Oposición,Oposición,Oposición
NanaElix,https://twitter.com/NanaElix,Oposición,Oposición,Oposición
david_rubio7,https://twitter.com/david_rubio7,Oposición,Oposición,Oposición
nicocardenas86,https://twitter.com/nicocardenas86,Oposición,Oposición,Oposición
DanMi_Neko,https://twitter.com/DanMi_Neko,Oposición,Oposición,Oposición
189Edu,https://twitter.com/189Edu,Ninguno,Ninguno,Ninguno
damantium,https://twitter.com/damantium,Ninguno,Oposición,Ninguno
LaMismaVzla,https://twitter.com/LaMismaVzla,Oposición,Oposición,Oposición
RebeMoreno,https://twitter.com/RebeMoreno,Oposición,Oposición,Oposición
escauriza,https://twitter.com/escauriza,Oposición,Oposición,Oposición
iyepez,https://twitter.com/iyepez,Oposición,Oposición,Oposición
espineira,https://twitter.com/espineira,Ninguno,Ninguno,Ninguno
reijoescribe,https://twitter.com/reijoescribe,Ninguno,Ninguno,Ninguno
alexcapodiferro,https://twitter.com/alexcapodiferro,Oposición,Oposición,Oposición
roxyrisco,https://twitter.com/roxyrisco,Oposición,Oposición,Oposición
maitanebilbao,https://twitter.com/maitanebilbao,Oposición,Oposición,Oposición
nelfelife,https://twitter.com/nelfelife,Ninguno,Ninguno,Ninguno
julianbarrera,https://twitter.com/julianbarrera,Ninguno,Oposición,Ninguno
Esparragozamj,https://twitter.com/Esparragozamj,Ninguno,Oposición,Ninguno
maratelenta,https://twitter.com/maratelenta,Ninguno,Ninguno,Ninguno
Carlos_Losada,https://twitter.com/Carlos_Losada,Ninguno,Oposición,Ninguno
ElectionRoadUSA,https://twitter.com/ElectionRoadUSA,Oposición,Oposición,Oposición
ivevzla,https://twitter.com/ivevzla,Oposición,Oposición,Oposición
KikeRowling,https://twitter.com/KikeRowling,Ninguno,Ninguno,Ninguno
charliejesusfan,https://twitter.com/charliejesusfan,Ninguno,Ninguno,Ninguno
Emelyvaldiviess,https://twitter.com/Emelyvaldiviess,Oposición,Oposición,Oposición
PatrialindaVzla,https://twitter.com/PatrialindaVzla,Oposición,Oposición,Oposición
Ramirezaura7,https://twitter.com/Ramirezaura7,Ninguno,Ninguno,Ninguno
ronaldsiliet,https://twitter.com/ronaldsiliet,Chavista,Chavista,Chavista
Johannire19,https://twitter.com/Johannire19,Ninguno,Ninguno,Ninguno
ferdbeep,https://twitter.com/ferdbeep,Oposición,Oposición,Oposición
AdrianCM3003,https://twitter.com/AdrianCM3003,Oposición,Oposición,Oposición
guerreros_,https://twitter.com/guerreros_,Oposición,Oposición,Oposición
carlos_perozo,https://twitter.com/carlos_perozo,Oposición,Oposición,Oposición
DaniSantibaniez,https://twitter.com/DaniSantibaniez,Ninguno,Ninguno,Ninguno
roman_zambrano,https://twitter.com/roman_zambrano,Ninguno,Ninguno,Ninguno
SillviaBak,https://twitter.com/SillviaBak,Ninguno,Ninguno,Ninguno
TeLoTengoQDecir,https://twitter.com/TeLoTengoQDecir,Oposición,Oposición,Oposición
meugenialopezh,https://twitter.com/meugenialopezh,Ninguno,Ninguno,Ninguno
Nannittas,https://twitter.com/Nannittas,Oposición,Oposición,Oposición
JustineRoisneau,https://twitter.com/JustineRoisneau,Ninguno,Oposición,Ninguno
rafaelrodri2103,https://twitter.com/rafaelrodri2103,Oposición,Oposición,Oposición
VictorJUrbinaL,https://twitter.com/VictorJUrbinaL,Oposición,Oposición,Oposición
danibruc,https://twitter.com/danibruc,Oposición,Oposición,Oposición
TonyMenendez21,https://twitter.com/TonyMenendez21,Ninguno,Ninguno,Ninguno
RavenHUWolf,https://twitter.com/RavenHUWolf,Ninguno,Oposición,Ninguno
emperatrizlope1,https://twitter.com/emperatrizlope1,Oposición,Oposición,Oposición
Lylibeth82,https://twitter.com/Lylibeth82,Ninguno,Ninguno,Ninguno
andreakkb,https://twitter.com/andreakkb,Oposición,Oposición,Oposición
AdroxRossi,https://twitter.com/AdroxRossi,,,
dalimar_pazos,https://twitter.com/dalimar_pazos,Oposición,Oposición,Oposición
JavierCeriani,https://twitter.com/JavierCeriani,Ninguno,Ninguno,Ninguno
YomilkaM,https://twitter.com/YomilkaM,Oposición,Oposición,Oposición
CapieloVeronica,https://twitter.com/CapieloVeronica,Oposición,Oposición,Oposición
ErikaDLV,https://twitter.com/ErikaDLV,Oposición,Oposición,Oposición
rondadevinos,https://twitter.com/rondadevinos,Oposición,Oposición,Oposición
debbiliza,https://twitter.com/debbiliza,Ninguno,Ninguno,Ninguno
marifa_0725,https://twitter.com/marifa_0725,Oposición,Oposición,Oposición
VeroEgui,https://twitter.com/VeroEgui,Oposición,Oposición,Oposición
MCarlotaM,https://twitter.com/MCarlotaM,Oposición,Oposición,Oposición
mostric0,https://twitter.com/mostric0,Ninguno,Ninguno,Ninguno
megypa,https://twitter.com/megypa,Oposición,Oposición,Oposición
Daniel_CCGG,https://twitter.com/Daniel_CCGG,Ninguno,Ninguno,Ninguno
marjerysrincon,https://twitter.com/marjerysrincon,,,
A_NOTARO,https://twitter.com/A_NOTARO,Oposición,Oposición,Oposición
carloscg0716,https://twitter.com/carloscg0716,Ninguno,Ninguno,Ninguno
carlaangola,https://twitter.com/carlaangola,Oposición,Oposición,Oposición
dianisandrade,https://twitter.com/dianisandrade,Oposición,Oposición,Oposición
FGVP9,https://twitter.com/FGVP9,Oposición,Oposición,Oposición
alexamv,https://twitter.com/alexamv,Oposición,Oposición,Oposición
yorthlee,https://twitter.com/yorthlee,Oposición,Oposición,Oposición
lelethielen,https://twitter.com/lelethielen,Oposición,Oposición,Oposición
Alfredesignss,https://twitter.com/Alfredesignss,Ninguno,Oposición,Ninguno
xixdevenezuela,https://twitter.com/xixdevenezuela,Oposición,Oposición,Oposición
johannajose19,https://twitter.com/johannajose19,Oposición,Oposición,Oposición
delfin_leonardo,https://twitter.com/delfin_leonardo,Oposición,Oposición,Oposición
lucolmen,https://twitter.com/lucolmen,Oposición,Oposición,Oposición
mivivas7,https://twitter.com/mivivas7,Oposición,Oposición,Oposición
ninaodonto,https://twitter.com/ninaodonto,Oposición,Oposición,Oposición
meestradar,https://twitter.com/meestradar,Oposición,Oposición,Oposición
Morelinsky,https://twitter.com/Morelinsky,Oposición,Oposición,Oposición
MigueSantoR,https://twitter.com/MigueSantoR,,,
lilianamelo,https://twitter.com/lilianamelo,Ninguno,Ninguno,Ninguno
endictadura,https://twitter.com/endictadura,Oposición,Oposición,Oposición
MARUJARDIN,https://twitter.com/MARUJARDIN,Oposición,Oposición,Oposición
hennysromero29,https://twitter.com/hennysromero29,Oposición,Oposición,Oposición
Carlosrojasmarr,https://twitter.com/Carlosrojasmarr,Oposición,Oposición,Oposición
jonathanmenal,https://twitter.com/jonathanmenal,Oposición,Oposición,Oposición
The_Chino27,https://twitter.com/The_Chino27,Oposición,Oposición,Oposición
karry_spencer,https://twitter.com/karry_spencer,Oposición,Oposición,Oposición
MaxiaLuna,https://twitter.com/MaxiaLuna,Ninguno,Ninguno,Ninguno
heidimoret,https://twitter.com/heidimoret,Ninguno,Ninguno,Ninguno
ruapiornais,https://twitter.com/ruapiornais,Oposición,Oposición,Oposición
Cayolaramos,https://twitter.com/Cayolaramos,Oposición,Oposición,Oposición
lfdepardo,https://twitter.com/lfdepardo,Oposición,Oposición,Oposición
ratonmoto,https://twitter.com/ratonmoto,Oposición,Oposición,Oposición
mavidelgado,https://twitter.com/mavidelgado,Oposición,Oposición,Oposición
NoticiasSB1,https://twitter.com/NoticiasSB1,Oposición,Oposición,Oposición
rdlln,https://twitter.com/rdlln,Ninguno,Oposición,Ninguno
MelaFranco,https://twitter.com/MelaFranco,Ninguno,Oposición,Ninguno
optimalnt1,https://twitter.com/optimalnt1,Ninguno,Ninguno,Ninguno
noralivondrak,https://twitter.com/noralivondrak,Oposición,Oposición,Oposición
ProtestonC,https://twitter.com/ProtestonC,Ninguno,Ninguno,Ninguno
PedroBermudezB,https://twitter.com/PedroBermudezB,Oposición,Oposición,Oposición
MFchen,https://twitter.com/MFchen,Oposición,Oposición,Oposición
Lucrecia_Bomer,https://twitter.com/Lucrecia_Bomer,Ninguno,Ninguno,Ninguno
Marihut_Arte,https://twitter.com/Marihut_Arte,Oposición,Oposición,Oposición
LargoVane,https://twitter.com/LargoVane,Oposición,Oposición,Oposición
Ojosrojos01,https://twitter.com/Ojosrojos01,Oposición,Oposición,Oposición
drvargasd,https://twitter.com/drvargasd,Ninguno,Ninguno,Ninguno
josevrivasz,https://twitter.com/josevrivasz,Oposición,Oposición,Oposición
MABastenier001,https://twitter.com/MABastenier001,Ninguno,Ninguno,Ninguno
Creinfeld,https://twitter.com/Creinfeld,Oposición,Oposición,Oposición
China_Noticias,https://twitter.com/China_Noticias,Ninguno,Ninguno,Ninguno
carolinamoros11,https://twitter.com/carolinamoros11,Oposición,Oposición,Oposición
HGuarirapa,https://twitter.com/HGuarirapa,,,
FreedomChild3,https://twitter.com/FreedomChild3,Ninguno,Ninguno,Ninguno
golaucrochet,https://twitter.com/golaucrochet,Oposición,Oposición,Oposición
AnaCSuero,https://twitter.com/AnaCSuero,Oposición,Oposición,Oposición
valemullerg,https://twitter.com/valemullerg,Oposición,Oposición,Oposición
danielaviolin,https://twitter.com/danielaviolin,Ninguno,Ninguno,Ninguno
KANORTH,https://twitter.com/KANORTH,Oposición,Oposición,Oposición
meri4chi,https://twitter.com/meri4chi,Ninguno,Oposición,Oposición
Tamara_Navarro,https://twitter.com/Tamara_Navarro,Oposición,Oposición,Oposición
rhavital,https://twitter.com/rhavital,,,
CarlosTheDraw,https://twitter.com/CarlosTheDraw,Ninguno,Ninguno,Ninguno
SelinaCamacaro,https://twitter.com/SelinaCamacaro,Oposición,Oposición,Oposición
mw__33,https://twitter.com/mw__33,Ninguno,Ninguno,Ninguno
_JavierGG,https://twitter.com/_JavierGG,Ninguno,Ninguno,Ninguno
